selected_windows,covered_sequences,selected_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,candidate_stability_min,candidate_stability_mean,eligible,outer_held_out_seq,model_config,score_config,gate_config,model_order,score_order,gate_order
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.371729282988,0.01872659176,0.353002691228,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.34784868597400004, 'MOT20-05': -0.01872659176}",0.4,0.914285714286,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_025,0,1,3
9,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,1,2,0.857142857143,0.852610980738,0.01872659176,0.833884388978,0.141215771352,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.34784868597400004, 'MOT20-05': 0.141215771352}",0.4,0.866666666667,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_030,0,1,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",7,3,2,0.7,1.013104807898,0.076048882995,0.937055924903,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.457231402023, 'MOT20-05': 0.141215771352}",0.4,0.866666666667,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_040,0,1,5
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.689171461284,0.076048882995,0.613122578289,0.01766941689,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.8,0.96,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,stable_080,0,1,6
4,2,"['MOT20-01', 'MOT20-05']",2,1,1,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_020_stable_080,0,1,7
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_025_stable_080,0,1,8
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_030_stable_080,0,1,9
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,0,1,10
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,0,1,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.705958032027,0.076048882995,0.629909149032,0.034455987633,"{'MOT20-01': 0.034455987633, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.6,0.9,0,MOT20-03,extra_d7_l3,mean_target_q25,all,0,2,0
3,2,"['MOT20-01', 'MOT20-05']",1,1,1,0.5,0.011940298507,0.01872659176,-0.006786293253,-0.01872659176,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_015,0,2,1
5,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",2,1,2,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",0.6,0.92,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_020,0,2,2
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,3,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",0.6,0.942857142857,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_025,0,2,3
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,3,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",0.6,0.95,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_030,0,2,4
11,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,3,0.625,0.689171461284,0.076048882995,0.613122578289,0.01766941689,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.6,0.890909090909,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_040,0,2,5
9,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,2,2,0.714285714286,0.545464204867,0.069837702871,0.475626501996,0.040667167757,"{'MOT20-01': 0.040667167756999995, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,mean_target_q25,stable_080,0,2,6
4,2,"['MOT20-01', 'MOT20-05']",2,1,1,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_020_stable_080,0,2,7
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_025_stable_080,0,2,8
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,mean_target_q25,disp_le_030_stable_080,0,2,9
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_target_q25,q25_pos_disp_le_025_stable_080,0,2,10
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,mean_target_q25,q25_pos_disp_le_030_stable_080,0,2,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.852610980738,0.076048882995,0.776562097743,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",0.6,0.966666666667,0,MOT20-03,extra_d10_l5,mean_positive_fraction,all,1,0,0
1,1,['MOT20-01'],1,0,0,1.0,0.011940298507,-0.0,0.011940298507,0.0,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_015,1,0,1
4,2,"['MOT20-01', 'MOT20-05']",3,1,0,0.75,0.344819931652,0.01872659176,0.326093339892,-0.01872659176,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_020,1,0,2
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.347813943628,0.024937771884,0.322876171744,-0.01872659176,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_025,1,0,3
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.50775630674,0.076048882995,0.431707423745,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_030,1,0,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.852610980738,0.076048882995,0.776562097743,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",0.6,0.966666666667,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_040,1,0,5
11,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,2,0.666666666667,0.852610980738,0.076048882995,0.776562097743,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,stable_080,1,0,6
4,2,"['MOT20-01', 'MOT20-05']",3,1,0,0.75,0.344819931652,0.01872659176,0.326093339892,-0.01872659176,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_020_stable_080,1,0,7
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.347813943628,0.024937771884,0.322876171744,-0.01872659176,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_025_stable_080,1,0,8
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.50775630674,0.076048882995,0.431707423745,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,disp_le_030_stable_080,1,0,9
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.347813943628,0.024937771884,0.322876171744,-0.01872659176,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,q25_pos_disp_le_025_stable_080,1,0,10
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.50775630674,0.076048882995,0.431707423745,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_positive_fraction,q25_pos_disp_le_030_stable_080,1,0,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",7,3,2,0.7,0.887393589434,0.076048882995,0.811344706439,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.175998380048}",0.4,0.95,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,all,1,1,0
1,1,['MOT20-01'],1,0,0,1.0,0.011940298507,-0.0,0.011940298507,0.0,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_015,1,1,1
5,2,"['MOT20-01', 'MOT20-05']",4,1,0,0.8,0.379602540348,0.01872659176,0.360875948588,0.0,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.0, 'MOT20-05': 0.016056016936}",0.4,0.88,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_020,1,1,2
9,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,2,2,0.714285714286,0.382596552324,0.024937771884,0.35765878044,0.002994011976,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': 0.016056016936}",0.4,0.933333333333,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_025,1,1,3
11,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,2,0.666666666667,0.542538915436,0.076048882995,0.466490032441,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.175998380048}",0.4,0.945454545455,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_030,1,1,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",7,3,2,0.7,0.887393589434,0.076048882995,0.811344706439,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.175998380048}",0.4,0.95,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_040,1,1,5
11,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,2,0.666666666667,0.852610980738,0.076048882995,0.776562097743,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,stable_080,1,1,6
4,2,"['MOT20-01', 'MOT20-05']",3,1,0,0.75,0.344819931652,0.01872659176,0.326093339892,-0.01872659176,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_020_stable_080,1,1,7
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.347813943628,0.024937771884,0.322876171744,-0.01872659176,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_025_stable_080,1,1,8
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.50775630674,0.076048882995,0.431707423745,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,disp_le_030_stable_080,1,1,9
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.347813943628,0.024937771884,0.322876171744,-0.01872659176,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,1,1,10
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.50775630674,0.076048882995,0.431707423745,-0.048117099135,"{'MOT20-01': 0.338608751528, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,1,1,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.548458216843,0.076048882995,0.472409333848,0.034455987633,"{'MOT20-01': 0.034455987633, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",0.6,0.933333333333,0,MOT20-03,extra_d10_l5,mean_target_q25,all,1,2,0
1,1,['MOT20-01'],1,0,0,1.0,0.011940298507,-0.0,0.011940298507,0.0,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_015,1,2,1
3,2,"['MOT20-01', 'MOT20-05']",2,1,0,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_020,1,2,2
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,2,2,0.6,0.02687460899,0.024937771884,0.001936837106,-0.01872659176,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",0.6,0.942857142857,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_025,1,2,3
9,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,3,2,0.571428571429,0.186816972102,0.076048882995,0.110768089107,-0.048117099135,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",0.6,0.955555555556,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_030,1,2,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.548458216843,0.076048882995,0.472409333848,0.034455987633,"{'MOT20-01': 0.034455987633, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",0.6,0.933333333333,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_040,1,2,5
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,2,2,0.75,0.548458216843,0.069837702871,0.478620513972,0.040667167757,"{'MOT20-01': 0.040667167756999995, 'MOT20-02': 0.296737574863, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d10_l5,mean_target_q25,stable_080,1,2,6
3,2,"['MOT20-01', 'MOT20-05']",2,1,0,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_020_stable_080,1,2,7
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.02687460899,0.01872659176,0.00814801723,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_025_stable_080,1,2,8
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.186816972102,0.069837702871,0.116979269231,-0.048117099135,"{'MOT20-01': 0.023880597014, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,disp_le_030_stable_080,1,2,9
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.02687460899,0.01872659176,0.00814801723,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.002994011976, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,q25_pos_disp_le_025_stable_080,1,2,10
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.186816972102,0.069837702871,0.116979269231,-0.048117099135,"{'MOT20-01': 0.023880597014, 'MOT20-02': -0.048117099135, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_d10_l5,mean_target_q25,q25_pos_disp_le_030_stable_080,1,2,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.884399577458,0.076048882995,0.808350694463,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.175998380048}",0.4,0.9,0,MOT20-03,extra_full_l5,mean_positive_fraction,all,2,0,0
3,2,"['MOT20-01', 'MOT20-05']",2,1,0,0.666666666667,0.171882661619,0.01872659176,0.153156069859,0.0,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_015,2,0,1
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.218605568822,0.01872659176,0.199878977062,0.0,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': 0.175998380048}",0.4,0.857142857143,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_020,2,0,2
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.218605568822,0.024937771884,0.193667796938,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.175998380048}",0.4,0.875,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_025,2,0,3
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,2,2,0.75,0.884399577458,0.024937771884,0.859461805574,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.175998380048}",0.4,0.88,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_030,2,0,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.884399577458,0.076048882995,0.808350694463,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.175998380048}",0.4,0.9,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_040,2,0,5
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.849616968762,0.076048882995,0.773568085767,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.141215771352}",0.8,0.98,0,MOT20-03,extra_full_l5,mean_positive_fraction,stable_080,2,0,6
5,2,"['MOT20-01', 'MOT20-05']",3,1,1,0.75,0.183822960126,0.01872659176,0.165096368366,0.0,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_020_stable_080,2,0,7
6,2,"['MOT20-01', 'MOT20-05']",3,2,1,0.6,0.183822960126,0.024937771884,0.158885188242,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_025_stable_080,2,0,8
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,2,1,0.714285714286,0.849616968762,0.024937771884,0.824679196878,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",0.8,0.975,1,MOT20-03,extra_full_l5,mean_positive_fraction,disp_le_030_stable_080,2,0,9
6,2,"['MOT20-01', 'MOT20-05']",3,2,1,0.6,0.183822960126,0.024937771884,0.158885188242,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_025_stable_080,2,0,10
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,2,1,0.714285714286,0.849616968762,0.024937771884,0.824679196878,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",0.8,0.975,1,MOT20-03,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_030_stable_080,2,0,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.884399577458,0.076048882995,0.808350694463,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.175998380048}",0.4,0.9,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,all,2,1,0
3,2,"['MOT20-01', 'MOT20-05']",2,1,0,0.666666666667,0.171882661619,0.01872659176,0.153156069859,0.0,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_015,2,1,1
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.218605568822,0.01872659176,0.199878977062,0.0,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': 0.175998380048}",0.4,0.857142857143,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_020,2,1,2
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,2,2,0.666666666667,0.218605568822,0.024937771884,0.193667796938,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.175998380048}",0.4,0.875,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_025,2,1,3
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,2,2,0.75,0.884399577458,0.024937771884,0.859461805574,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.175998380048}",0.4,0.88,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_030,2,1,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,0.884399577458,0.076048882995,0.808350694463,0.175998380048,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.175998380048}",0.4,0.9,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_040,2,1,5
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.849616968762,0.076048882995,0.773568085767,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.293743562887, 'MOT20-05': 0.141215771352}",0.8,0.98,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,stable_080,2,1,6
5,2,"['MOT20-01', 'MOT20-05']",3,1,1,0.75,0.183822960126,0.01872659176,0.165096368366,0.0,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_020_stable_080,2,1,7
6,2,"['MOT20-01', 'MOT20-05']",3,2,1,0.6,0.183822960126,0.024937771884,0.158885188242,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_025_stable_080,2,1,8
8,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,2,1,0.714285714286,0.849616968762,0.024937771884,0.824679196878,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",0.8,0.975,1,MOT20-03,extra_full_l5,seedq25_positive_fraction,disp_le_030_stable_080,2,1,9
6,2,"['MOT20-01', 'MOT20-05']",3,2,1,0.6,0.183822960126,0.024937771884,0.158885188242,0.0,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.0, 'MOT20-05': 0.141215771352}",1.0,1.0,0,MOT20-03,extra_full_l5,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,2,1,10
